,x,loss
89,"[0.76655641 0.         0.49338527 0.41517001 1.         1.
 0.         0.02624302 0.16784932 0.56485819 0.9744285  1.
 0.         1.         1.         1.         0.         0.10625994
 0.03408648 1.         0.77651074 0.78391123 0.9848436  0.16504051
 0.54021682 0.1772573  1.         0.74366374]",inf
90,"[1.         0.         0.69113931 1.         0.         0.
 0.03948798 0.         0.69925661 0.80132201 0.         0.19119265
 1.         0.22801519 0.32927845 1.         0.         0.02795265
 0.22950559 0.01746064 0.         0.2102353  0.90950175 0.28683261
 1.         0.15064928 1.         0.43591173]",inf
91,"[0.42347444 1.         0.         0.10067596 0.24602689 0.
 0.2430299  1.         0.43194129 0.29594824 0.36505896 0.
 0.88205004 0.79157473 0.         0.8460704  0.39369938 0.59946659
 1.         1.         0.46918408 0.97973613 0.50155525 0.32442595
 0.         1.         1.         0.21762699]",inf
92,"[0.81778195 0.         1.         0.67398769 0.94225877 1.
 0.5455246  0.         0.93417557 0.6560413  0.78316289 0.5889522
 1.         0.47927471 0.         1.         0.2951072  0.15382986
 0.39602679 0.8684221  0.03881048 0.984822   0.87870353 0.
 1.         1.         1.         0.7594754 ]",inf
93,"[0.32014991 0.72937048 0.43457079 0.         0.         1.
 0.38706003 0.         0.03284063 0.         0.         1.
 0.71716449 0.12175224 0.52049248 0.         0.93050029 0.04640477
 0.21064821 0.03337831 0.97968673 1.         0.14345028 1.
 0.99622947 0.72024819 1.         0.65804491]",inf
94,"[0.95732895 0.71728897 0.81607456 0.90753034 0.347238   0.15611972
 0.6963358  1.         0.         0.57611702 0.         0.
 0.52997611 0.         0.         0.74837904 0.8972032  0.
 0.         0.09088332 0.         0.44740616 0.         0.
 1.         0.97859052 1.         0.37345191]",inf
95,"[0.9662235  1.         1.         0.         0.83888088 0.05191814
 0.58146501 0.67466511 0.03961056 1.         0.83168635 0.23116583
 0.73254967 0.         0.70749119 1.         0.         0.81702916
 0.         0.08071679 0.         1.         1.         0.88978358
 0.05862204 1.         1.         1.        ]",inf
96,"[0.3092034  0.         0.         1.         0.02415193 0.
 0.43551969 1.         0.68933074 0.35162205 0.61224826 0.13460426
 0.75533836 0.         0.44599601 1.         0.         0.
 0.         0.64132885 0.42770486 0.         1.         0.39293267
 1.         0.76751263 1.         0.        ]",inf
97,"[1.         0.         0.63223908 0.2616536  0.         0.98386413
 0.         0.         0.80647527 1.         0.97871304 0.
 0.64764409 0.77978404 0.         1.         1.         0.
 0.95390834 0.75889544 0.68316641 1.         0.8735523  0.44973692
 0.43419541 0.         1.         0.        ]",inf
98,"[0.69484005 1.         1.         0.9213633  0.         1.
 1.         0.58735633 0.74939956 0.         0.92553939 0.36346451
 0.15822044 1.         0.         0.         1.         0.28827749
 0.13986007 1.         0.         1.         0.56769089 0.
 0.459373   0.74918186 1.         0.        ]",inf
99,"[0.99688475 0.         0.37353684 0.43446608 1.         1.
 0.         1.         0.         0.         0.31440624 0.00771615
 0.37970331 0.65165694 1.         1.         0.78847519 1.
 0.5152813  0.77523881 0.         0.91720924 1.         0.06042658
 0.         1.         1.         0.50141243]",inf
